Status,Disbursement,Date of Disbursement,YEAR of Disbursement,Contract,Gender,Repeat SME,"Last Study
Date","Date of creation 
of the Health SME",Average Age of the SME (years),"Specialty of the 
Medical Equipment",SPECIALTY GROUP,Brand,Model,Year,Serial Number, Equipment Value ($ Mexican Pesos) , Equipment Value (€ Euro) ,"Number of 
Consultations per Day","Number of 
Consultations per Month",Income per Consultation (MXN),Patients (BACKBONE),Pacientes (Monthly Consultations times 6?),Number of Surgeries or Treatments per Month,Income per Surgeries or Treatments (MXN),Number of Childbirths per Month,CLINIC SIZE BACKBONE,Clinic Size,% of Patients with Middle-Low to Low Income,"Number of Beds 
 Ambulatory or for Hospitalization",Number of Doctors,Non Medical Staff,Total Staff,Attends Patients with Health Insurance,Location of the Health SME,ZIP CODE,REGION (BACKBONE),Country,State,Municipality,City,Address,Instagram,Facebook,LinkedIn,Web Page,Final_Address,latitud,longitud,Alt_Address_1,Alt_Address_2,geometry,index_right,CVE_ENT,CVE_MUN,CVE_LOC,CVE_AGEB,CVEGEO,AMBITO,POBTOT,VIVTOT,PEA,P_12YMAS,PDER_SS,VPH_C_SERV,PRO_OCUP_C,VPH_REFRI,VPH_LAVAD,VPH_HMICRO,VPH_AUTOM,VPH_PC,VPH_INTER,VPH_STVP,VPH_SPMVPI,VPH_CVJ,Clave de entidad,Entidad federativa,clave_municipio,Municipio,Pobreza_Porcentaje_2020,Pobreza_extrema_Porcentaje2020,Carencia_acceso_seguridad_social_Porcentaje2020,Carencia_acceso_alimentación_Porcentaje2020,Rezago_educativo_Porcentaje2020,tasa_empleo,NSE_score,NSE,precio_promedio
Paid Off,juin-24,30/6/2024,2024,AP3326-001,Enterprise,No,0,14/5/1991,"33,66",Physiotherapy,Cardiology & Related,Btl Fisioterapia,FSWT  BTL,2024,09400B001619," $ 1 017 204,00 "," $ 46 575,27 ",42,840," $ 700,00 ",  2 520 ,2520,, N/A ,,Small,Small,30%,0,3,5,8,No,Urban,76000,Center,Mexico,Querétaro,Querétaro,Querétaro,"Querétaro, Querétaro, Mexico",https://www.instagram.com/dr_joe_loui_carrillo/?g=5,https://www.facebook.com/centrodeortopediagenerativaqro/,https://coreqro.com/,,"PRIVADA IGNACIO ZARAGOZA 16, Querétaro, Querétaro, Mexico",20.5840734,-100.4002547,"QUERÉTARO, QUERÉTARO, MEXICO","QUERÉTARO, MEXICO",POINT (-100.4002547 20.5840734),45454,22,014,0001,1316,2201400011316,Urbana,1696,664,980.0,1593.0,1380.0,574.0,0.59,566.0,468.0,452.0,360.0,444.0,528.0,417.0,330.0,136.0,22.0,Querétaro,14.0,Querétaro,24.6573942123,2.2342107941,40.4827420694,13.7330702133,9.6025470777,0.6151914626490897,24.741146259936205,Alto,
Active,juin-24,30/6/2024,2024,AP3486-002,Enterprise,Yes,0,25/10/2013,"11,19178082",Imagenology,Radiology & Imaging,PHILIPS,AFFINITI 30,2024,US123E0260," $ 978 500,00 "," $ 44 803,11 ",102,2040," $ 620,00 ",  6 120 ,6120,96," $ 7 000,00 ",,Medium,Medium,50%,0,6,10,16,Yes,Urban,80194,NorthWest,Mexico,Sinaloa,Culiacán,Culiacán Rosales,"Culiacán, Sinaloa, Mexico",https://www.instagram.com/somossalud.mx/?hl=es,https://www.facebook.com/somossaludmx/?locale=es_LA,https://somossalud.us/,,"BLVD DE LAS TORRES 3072, Culiacán, Sinaloa, Mexico",24.7812258,-107.4557764,"CULIACÁN, SINALOA, MEXICO","SINALOA, MEXICO",POINT (-107.4557764 24.7812258),49617,25,006,0001,3901,2500600013901,Urbana,4713,1915,2470.0,3901.0,3930.0,1431.0,0.84,1422.0,1298.0,1074.0,1034.0,962.0,1080.0,843.0,682.0,374.0,25.0,Sinaloa,6.0,Culiacán,23.0047124707,1.6938280783,38.9203795057,17.261090491,13.1342659314,0.6331709817995386,17.96356815149218,Medio-Alto,
Active,juin-24,30/6/2024,2024,AP3498-001,Enterprise,No,0,20/10/2023,"1,2",Imagenology,Radiology & Imaging,UT,VINNO X2,2024,U0212KX042," $ 398 050,00 "," $ 18 225,73 ",17,340," $ 620,00 ",  1 020 ,1020,16," $ 7 000,00 ",,Micro,Micro,70%,0,1,2,3,No,Urban,25284,NorthEast,Mexico,Coahuila de Zaragoza,Saltillo,Saltillo,"Saltillo, Coahuila de Zaragoza, Mexico",,,,,"MATAMOROS NTE 1840, Saltillo, Coahuila de Zaragoza, Mexico",25.4102005,-100.97339,"SALTILLO, COAHUILA DE ZARAGOZA, MEXICO","COAHUILA DE ZARAGOZA, MEXICO",POINT (-100.97339 25.4102005),5168,05,030,0001,1674,0503000011674,Urbana,1783,448,864.0,1365.0,1381.0,424.0,0.94,410.0,389.0,270.0,291.0,178.0,275.0,159.0,86.0,65.0,5.0,Coahuila de Zaragoza,30.0,Saltillo,17.634660065,1.5530563916,27.4237086859,11.1069237282,8.3319845808,0.6329670329670329,20.806339459492783,Alto,
Active,juin-25,30/6/2025,2025,AP3504-001,Man,No,0,25/1/2001,"23,94794521",Gynecology,Gynecology,BIOBARICA,REVITALAIR 430,2025,0," $ 856 225,12 "," $ 39 204,45 ",13,260," $ 950,00 ",  780 ,780,16," $ 25 000,00 ",12.0,Micro,Micro,25%,0,1,3,4,Yes,Urban,89120,NorthEast,Mexico,Tamaulipas,Tampico,Tampico,"Tampico, Tamaulipas, Mexico",https://www.instagram.com/plennik.mx/,https://www.facebook.com/Plennikk/,https://www.plennik.mx/plennik-vital/,,"México 210, Tampico, Tamaulipas, Mexico",22.3195356,-97.8587384,"TAMPICO, TAMAULIPAS, MEXICO","TAMAULIPAS, MEXICO",POINT (-97.8587384 22.3195356),56700,28,038,0001,0567,2803800010567,Urbana,3764,1121,1930.0,3012.0,2889.0,1014.0,1.05,965.0,869.0,446.0,383.0,383.0,631.0,498.0,170.0,98.0,28.0,Tamaulipas,38.0,Tampico,28.7663191512,2.1218927723,39.344283248,13.0441580474,8.3431715185,0.6407702523240372,14.527168687884473,Medio-Alto,
Active,juin-24,30/6/2024,2024,AP3510-001,Enterprise,No,0,12/12/2007,"17,06575342",Ophthalmology,Ophthalmology,TOWARD PI,YALKAID,2024,YG100M24A006," $ 1 088 934,00 "," $ 49 859,62 ",57,1140," $ 620,00 ",  3 420 ,3420,84," $ 22 000,00 ",,Small,Small,50%,0,3,5,8,No,Urban,11560,Center,Mexico,Ciudad de México,Miguel Hidalgo,Ciudad de México,"Miguel Hidalgo, Ciudad de México, Mexico",https://www.instagram.com/eyecogram/,https://www.facebook.com/eyecomexico,https://www.eyeco.com.mx/,,"TORCUATO TASSO 245, Miguel Hidalgo, Ciudad de México, Mexico",19.4328207,-99.1834223,"MIGUEL HIDALGO, CIUDAD DE MÉXICO, MEXICO","CIUDAD DE MÉXICO, MEXICO",POINT (-99.1834223 19.4328207),13180,09,016,0001,068A,090160001068A,Urbana,2198,1275,1393.0,1950.0,1832.0,1014.0,0.49,1010.0,942.0,880.0,793.0,916.0,978.0,803.0,770.0,254.0,9.0,Ciudad de México,16.0,Miguel Hidalgo,13.4686475807,0.9342489964,33.9109628091,8.3376278628,4.5183779795,0.7143589743589743,29.38578037244729,Alto,1165.3846153846155
Active,juin-24,30/6/2024,2024,AP3514-001,Man,No,0,1/1/2010,"15,00821918",Imagenology,Radiology & Imaging,XRG,Focus 35C Canis 2,2023,H30F115K0805230063," $ 509 240,00 "," $ 23 316,85 ",15,300," $ 620,00 ",  900 ,900,16," $ 7 000,00 ",,Micro,Micro,30%,0,1,3,4,No,Urban,86287,South,Mexico,Tabasco,Centro,Centro,"Centro, Tabasco, Mexico",https://www.instagram.com/dulcesmascotas.mx/?igsh=MWc1OGxsODdzb3lsbA%3D%3D,https://www.facebook.com/DulcesMascotasMx/,,,"Prolongación Paseo Usumacinta , Centro, Tabasco, Mexico",18.0079079,-92.9738365,"CENTRO, TABASCO, MEXICO","TABASCO, MEXICO",POINT (-92.9738365 18.0079079),54605,27,013,0080,0436,2701300800436,Urbana,1282,523,648.0,1073.0,994.0,376.0,0.84,363.0,332.0,197.0,242.0,238.0,306.0,176.0,137.0,63.0,27.0,Tabasco,13.0,Nacajuca,48.2258970698,11.0831709659,59.6003338129,38.7190312379,10.6358096187,0.6039142590866728,7.300425417574077,Medio-Bajo,
Active,juin-24,30/6/2024,2024,AP3524-001,Man,No,0,1/1/1999,"26,01643836",Odontology,Odontology,DENTSPLY SIRONA,CEREC MCX,2023,243609," $ 687 114,50 "," $ 31 461,29 ",16,320," $ 570,00 ",  960 ,960,32," $ 9 000,00 ",,Micro,Micro,30%,0,1,3,4,Yes,Urban,1020,Center,Mexico,Ciudad de México,Álvaro Obregón,Ciudad de México,"Álvaro Obregón, Ciudad de México, Mexico",https://www.instagram.com/smiledesignmx/,https://www.facebook.com/smiledesigncdmx?mibextid=ZbWKwL,https://www.clinicadentalespecializada.mx/?fbclid=IwAR35wXO41pEVg_7GDCTvqybNlin0W4xwHGWXMY_eyGMiucepmyaFABeTVMY,,"AVENIDA INSURGENTES SUR 1971, Álvaro Obregón, Ciudad de México, Mexico",19.3525945,-99.1859078,"ÁLVARO OBREGÓN, CIUDAD DE MÉXICO, MEXICO","CIUDAD DE MÉXICO, MEXICO",POINT (-99.1859078 19.3525945),12477,09,010,0001,1059,0901000011059,Urbana,3145,1615,1908.0,2858.0,2628.0,1332.0,0.45,1327.0,1268.0,1215.0,1150.0,1214.0,1288.0,1085.0,921.0,360.0,9.0,Ciudad de México,10.0,Álvaro Obregón,37.69131992,5.6411960065,47.3574695751,16.3900469875,9.0191964948,0.6675997200839748,26.761398601024133,Alto,1191.6666666666667
Paid Off,juin-24,30/6/2024,2024,AP3526-001,Man,No,0,1/1/2008,"17,01",Odontology,Odontology,AMANNGIRRBACH,CERAMILL MOTION DRS,2024,"AAD40488, 802A242EC4AEB238AEF0, "," $ 430 000,00 "," $ 19 688,64 ",16,320," $ 570,00 ",  960 ,960,32," $ 9 000,00 ",,Micro,Micro,40%,0,1,3,4,No,Urban,22010,NorthWest,Mexico,Baja California,Tijuana,Tijuana,"Tijuana, Baja California, Mexico",https://www.instagram.com/brisamlab/,https://www.facebook.com/LaboratorioBrisam,,,"BLVD SANCHEZ TABOADA 9250, Tijuana, Baja California, Mexico",32.4808384,-116.9665907,"TIJUANA, BAJA CALIFORNIA, MEXICO","BAJA CALIFORNIA, MEXICO",POINT (-116.9665907 32.4808384),1912,02,004,0001,4637,0200400014637,Urbana,4919,1486,2564.0,3994.0,3591.0,1344.0,0.93,1327.0,1194.0,918.0,976.0,772.0,1054.0,745.0,468.0,271.0,2.0,Baja California,4.0,Tijuana,23.7023626651,1.8559351458,45.6075332604,13.5549648934,13.7805702203,0.6419629444166249,20.724864525130055,Alto,
Active,juin-25,30/6/2025,2025,AP3527-001,Man,No,0,26/1/2001,"23,94520548",Odontology,Odontology,Yourcera,Fresadora Y 5D y Horno Y 6010,2025,"8479899990, 8514199000,8514199000,  9031499098,  86AIPCGM2024/12GHT., MTE33110232319,  240430J2/24043052"," $ 765 000,00 "," $ 35 027,47 ",16,320," $ 430,00 ",  960 ,960,32," $ 7 000,00 ",,Micro,Micro,25%,0,1,1,2,Yes,Semiurban,94474,South,Mexico,Veracruz de Ignacio de la Llave,Fortín,Fortín de las Flores,"Fortín, Veracruz de Ignacio de la Llave, Mexico",,,,,"CALLE 8 205, Fortín, Veracruz de Ignacio de la Llave, Mexico",18.9195641,-97.0105172,"FORTÍN, VERACRUZ DE IGNACIO DE LA LLAVE, MEXICO","VERACRUZ DE IGNACIO DE LA LLAVE, MEXICO",POINT (-97.0105172 18.9195641),58771,30,068,0001,0120,3006800010120,Urbana,2227,782,1082.0,1783.0,1526.0,611.0,1.06,531.0,440.0,189.0,158.0,200.0,352.0,303.0,107.0,44.0,30.0,Veracruz de Ignacio de la Llave,68.0,Fortín,50.8754591329,10.3942108694,58.6506336052,19.7287557072,18.6106884274,0.606842400448682,2.3988874908202984,Bajo-Alto,
Paid Off,sept.-24,30/9/2024,2024,AP3537-001,Woman,No,-,1/1/2010,"15,01",Ophthalmology,Ophthalmology,MEDIWORKS,S390 OU9000,2024,J202308102," $ 320 000,00 "," $ 14 652,01 ",17,340," $ 620,00 ",  1 020 ,2040,28," $ 28,00 ",,Micro,Micro,40%,0,1,4,5,Yes,Urban,6760,Center,Mexico,Ciudad de México,Cuauhtémoc,Ciudad de México,"Cuauhtémoc, Ciudad de México, Mexico",https://www.instagram.com/dracarlaperezm/?img_index=1,https://www.facebook.com/dracarlaperezmontano/photos_albums,https://oftalmologia-perez-montano.mx/,https://www.doctoralia.com.mx/carla-rocio-perez-montano-2/oftalmologo/miguel-hidalgo,"TUXPAN 29, Cuauhtémoc, Ciudad de México, Mexico",19.4035215,-99.1671248,"CUAUHTÉMOC, CIUDAD DE MÉXICO, MEXICO","CIUDAD DE MÉXICO, MEXICO",POINT (-99.1671248 19.4035215),13040,09,015,0001,145A,090150001145A,Urbana,3506,1637,2394.0,3261.0,2693.0,1495.0,0.55,1471.0,1290.0,1239.0,905.0,1284.0,1342.0,1011.0,921.0,414.0,9.0,Ciudad de México,15.0,Cuauhtémoc,20.8925468273,2.4507531679,42.3169907628,12.6231730143,5.8782568889,0.734130634774609,29.42920680399871,Alto,1365.0
Paid Off,juin-24,30/6/2024,2024,AP3468-001,Man,No,0,1/1/2012,"13,01",Physiotherapy,Cardiology & Related,BTL ,Laser de alta intensidad,2022,"04300B301531, 45100BL01676 "," $ 812 000,00 "," $ 37 179,49 ",13,260," $ 700,00 ",  780 ,780,, N/A ,,Micro,Micro,30%,0,1,3,4,Yes,Urban,14050,Center,Mexico,Ciudad de México,Tlalpan,Ciudad de México,"Tlalpan, Ciudad de México, Mexico",https://www.angeljuarezalgologo.com.mx/?fbclid=IwAR1PmJb_ZQey1zfXzq7JXopjO46AaCGKsOw-t_2imzcjun3SKjAG07zFosI,https://www.facebook.com/drangeljuarezlemus/,https://www.doctoralia.com.mx/angel-manuel-juarez-lemus-2/algologo-anestesiologo/ciudad-de-mexico,,"Calz. de Tlalpan 4585 , Tlalpan, Ciudad de México, Mexico",19.2997079,-99.1481247,"TLALPAN, CIUDAD DE MÉXICO, MEXICO","CIUDAD DE MÉXICO, MEXICO",POINT (-99.1481247 19.2997079),12597,09,012,0001,0445,0901200010445,Urbana,2730,980,1611.0,2432.0,2039.0,877.0,0.73,832.0,739.0,658.0,510.0,611.0,724.0,478.0,357.0,208.0,9.0,Ciudad de México,12.0,Tlalpan,39.6968756649,7.0843182776,52.7406881959,19.6660471349,8.8012211511,0.6624177631578947,19.920462287614583,Alto,
Active,sept.-24,30/9/2024,2024,AP3543-001,Enterprise,No,-,10/9/2019,"5,31",Ophthalmology,Ophthalmology,OCULUS,Pentacam AXL,2024,70100Â 9662Â 3250," $ 1 947 736,28 "," $ 89 182,06 ",95,1900," $ 620,00 ",  5 700 ,5700,140," $ 140,00 ",,Small,Small,20%,0,5,10,15,Yes,Urban,58260,West-Bajio,Mexico,Michoacán de Ocampo,Morelia,Morelia,"Morelia, Michoacán de Ocampo, Mexico",https://www.instagram.com/dra.donajimorales/,https://www.facebook.com/dradonajimorales,www.iveo.mx,,"AV LAZARO CARDENAS 1911, Morelia, Michoacán de Ocampo, Mexico",19.7427914,-101.1361564,"MORELIA, MICHOACÁN DE OCAMPO, MEXICO","MICHOACÁN DE OCAMPO, MEXICO",POINT (-101.1361564 19.7427914),33779,16,053,0001,3955,1605300013955,Urbana,1100,395,459.0,868.0,666.0,318.0,0.86,306.0,258.0,140.0,132.0,69.0,174.0,199.0,18.0,21.0,16.0,Michoacán de Ocampo,53.0,Morelia,27.2546418088,3.4073044699,47.1041067888,14.7640759608,14.0436315566,0.5288018433179723,7.235694592589454,Medio-Bajo,
Paid Off,juin-24,30/6/2024,2024,AP3539-001,Enterprise,No,-,18/8/2011,"13,13",Physiotherapy,Cardiology & Related,BTL,BTL,2024,04400B014150 ," $ 260 072,00 "," $ 11 908,06 ",56,1120," $ 750,00 ",  3 360 ,6720,-, - ,,Small,Medium,30%,0,4,8,12,Yes,Urban,3104,Center,Mexico,Ciudad de México,Benito JuÃ¡rez,Ciudad de MÃ©xico,"Benito JuÃ¡rez, Ciudad de México, Mexico",https://www.instagram.com/prophysic/,https://www.facebook.com/prophysic,https://www.saude.lat/,,"Av universidad 767, Benito JuÃ¡rez, Ciudad de México, Mexico",19.3718796,-99.157701,"BENITO JUÃREZ, CIUDAD DE MÉXICO, MEXICO","CIUDAD DE MÉXICO, MEXICO",POINT (-99.157701 19.3718796),13012,09,014,0001,076A,090140001076A,Urbana,4076,2130,2713.0,3680.0,3301.0,1715.0,0.54,1705.0,1566.0,1497.0,1302.0,1555.0,1642.0,1292.0,1289.0,711.0,9.0,Ciudad de México,14.0,Benito Juárez,7.8838259079,0.3122662478,32.5983279742,5.6773679634,2.8708930878,0.7372282608695652,31.798195571622923,Alto,
Paid Off,juin-24,30/6/2024,2024,AP3569-001,Enterprise,No,-,18/2/2021,"3,62",Hyperbaric Medicine,Other,Biobarica,Revitalair 430,2024,-," $ 870 752,61 "," $ 39 869,63 ",14,280," $ 600,00 ",  840 ,1680, - , - ,,Micro,Small,40%,0,1,3,4,No,Urban,6760,Center,Mexico,Ciudad de México,Cuauhtémoc,Ciudad de México,"Cuauhtémoc, Ciudad de México, Mexico",https://www.instagram.com/mediloto/?hl=es-la&fbclid=IwAR3tbbho9d3ZJqJNau8wDsP1YOsilnE2UBZqbPbSTD1pwaZLmbV9VIeYOVI,https://www.facebook.com/Mediloto/?locale=es_LA,https://www.linkedin.com/in/maritza-helena-torres-mu%C3%B1oz-08691442/?originalSubdomain=mx,,"TUXPAN 8, Cuauhtémoc, Ciudad de México, Mexico",19.4035215,-99.1671248,"CUAUHTÉMOC, CIUDAD DE MÉXICO, MEXICO","CIUDAD DE MÉXICO, MEXICO",POINT (-99.1671248 19.4035215),13040,09,015,0001,145A,090150001145A,Urbana,3506,1637,2394.0,3261.0,2693.0,1495.0,0.55,1471.0,1290.0,1239.0,905.0,1284.0,1342.0,1011.0,921.0,414.0,9.0,Ciudad de México,15.0,Cuauhtémoc,20.8925468273,2.4507531679,42.3169907628,12.6231730143,5.8782568889,0.734130634774609,29.42920680399871,Alto,1365.0
Active,juin-24,30/6/2024,2024,AP3570-001,Woman,No,0,1/1/2016,"9,005479452",Hyperbaric Medicine,Other,BIOBARICA,Revitalair 430,2023,0," $ 893 200,00 "," $ 40 897,44 ",13,260," $ 450,00 ",  780 ,780,16, N/A ,,Micro,Micro,50%,0,1,3,4,No,Urban,44298,West-Bajio,Mexico,Jalisco,Guadalajara,Guadalajara,"Guadalajara, Jalisco, Mexico",https://www.instagram.com/casa_de_recuperacion?igsh=bDl5b3FldXdqY3pi,https://www.facebook.com/Casaderecuperacionguadalajara/,https://thebodyesthetics.com/,,"AURELIO GONZALEZ 2314, Guadalajara, Jalisco, Mexico",20.7088007,-103.340155,"GUADALAJARA, JALISCO, MEXICO","JALISCO, MEXICO",POINT (-103.340155 20.7088007),24180,14,039,0001,0153,1403900010153,Urbana,3944,1444,2036.0,3538.0,2963.0,1308.0,0.66,1301.0,1216.0,1036.0,1008.0,964.0,1126.0,851.0,641.0,333.0,14.0,Jalisco,39.0,Guadalajara,24.8215832086,1.5320315743,40.7200479142,9.9275705011,9.4161766126,0.5754663651780667,25.95778043070091,Alto,
Active,juin-24,30/6/2024,2024,AP3590-001,Man,No,0,1/1/2006,"19,0109589",Imagenology,Radiology & Imaging,ASPENSTATE + AGFA,SPX,2024,"VEABCD024, 1693, SPX2-2309005"," $ 509 187,80 "," $ 23 314,46 ",15,300," $ 620,00 ",  900 ,900,16," $ 7 000,00 ",,Micro,Micro,60%,0,1,3,4,No,Urban,58140,West-Bajio,Mexico,Michoacán de Ocampo,Morelia,Morelia,"Morelia, Michoacán de Ocampo, Mexico",https://www.instagram.com/dermadianamoreno/,,https://www.doctoralia.com.mx/diana-isis-moreno-nava/dermatologo/morelia,,"AV DECIMA 420, Morelia, Michoacán de Ocampo, Mexico",19.7108037,-101.2267546,"MORELIA, MICHOACÁN DE OCAMPO, MEXICO","MICHOACÁN DE OCAMPO, MEXICO",POINT (-101.2267546 19.7108037),33488,16,053,0001,0664,1605300010664,Urbana,4468,1488,2457.0,3814.0,2977.0,1271.0,0.8,1231.0,1102.0,790.0,796.0,673.0,899.0,726.0,267.0,191.0,16.0,Michoacán de Ocampo,53.0,Morelia,27.2546418088,3.4073044699,47.1041067888,14.7640759608,14.0436315566,0.6442055584687991,15.70802361143959,Medio-Alto,
Paid Off,juin-24,30/6/2024,2024,AP3545-001,Man,No,0,1/1/2022,"3,00",Physiotherapy,Cardiology & Related,BTL ,4825 S PREMIUM CON CARRO DE TRASLADO,2024,058P0B027601," $ 101 155,20 "," $ 4 631,65 ",13,260," $ 520,00 ",  780 ,780,, N/A ,,Micro,Micro,50%,0,1,3,4,No,Semiurban,30500,South,Mexico,Chiapas,Tonalá,Tonalá,"Tonalá, Chiapas, Mexico",https://www.instagram.com/Fisioterapia_Rcovery?fbclid=IwAR0Umi-20N2bYpA85UjgEjTEqPFXXLetmtlJ9CkLzbsT7kcF2MX6dKz_OJ4,https://www.facebook.com/people/Fisioterapia-Recovery-columna-sana/100094542374373/?mibextid=PtKPJ9,https://www.linkedin.com/in/jaime-cigarroa-meda-a0682b201/?originalSubdomain=mx,,"FRANCISCO I MADERO 55, Tonalá, Chiapas, Mexico",16.0861551,-93.7566207,"TONALÁ, CHIAPAS, MEXICO","CHIAPAS, MEXICO",POINT (-93.7566207 16.0861551),8090,07,097,0001,0316,0709700010316,Urbana,801,405,377.0,706.0,501.0,266.0,0.83,251.0,187.0,104.0,100.0,91.0,151.0,159.0,31.0,6.0,7.0,Chiapas,97.0,Tonalá,60.9394180032,16.9795815538,67.550471058,25.2447915076,21.8750602225,0.5339943342776204,-3.532684744145683,Bajo-Medio,
Active,déc.-24,31/12/2024,2024,AP3602-001,Man,No,-,1/4/2014,"10,76",Physiotherapy,Cardiology & Related,BTL ,4110 SMART Y 4825S con trolley,2023,058S0B030355," $ 145 540,00 "," $ 6 663,92 ",13,260," $ 700,00 ",  780 ,780,-, - ,,Micro,Micro,30%,0,1,1,2,No,Urban,23460,NorthWest,Mexico,Baja California Sur,Los Cabos,Cabo San Lucas,"Los Cabos, Baja California Sur, Mexico",,https://www.facebook.com/NeurorrehabilitacionQro/,,,"C. Salvatierra 1137, Los Cabos, Baja California Sur, Mexico",22.8929831,-109.9223485,"LOS CABOS, BAJA CALIFORNIA SUR, MEXICO","BAJA CALIFORNIA SUR, MEXICO",POINT (-109.9223485 22.8929831),3003,03,008,0054,0924,0300800540924,Urbana,875,346,549.0,723.0,756.0,316.0,1.02,296.0,167.0,144.0,163.0,157.0,223.0,140.0,73.0,48.0,3.0,Baja California Sur,8.0,Los Cabos,31.6999775122,4.7743869915,41.1359834687,23.8283068849,12.5573373883,0.7593360995850622,15.21173479260428,Medio-Alto,
Active,juin-24,30/6/2024,2024,AP3607-001,Man,No,0,1/1/2019,"6,002739726",Physiotherapy,Cardiology & Related,BTL,SISTEMA SUPER INDUCTIVO,2024,09900B008837 ," $ 885 000,01 "," $ 40 521,98 ",13,260," $ 700,00 ",  780 ,780,, N/A ,,Micro,Micro,30%,0,1,3,4,Yes,Urban,80200,NorthWest,Mexico,Sinaloa,Culiacán,Culiacán Rosales,"Culiacán, Sinaloa, Mexico",https://www.instagram.com/gofisiomx/?igsh=cndzZWR6Yzg2cmdy&utm_source=qr,https://www.facebook.com/gofisiocln/,https://gofisiomx.com/,,"JOSE MARIA MORELOS SUR 444, Culiacán, Sinaloa, Mexico",24.7978965,-107.393395,"CULIACÁN, SINALOA, MEXICO","SINALOA, MEXICO",POINT (-107.393395 24.7978965),49421,25,006,0001,0220,2500600010220,Urbana,2464,1142,1252.0,2246.0,2035.0,880.0,0.62,874.0,786.0,663.0,597.0,550.0,666.0,512.0,295.0,122.0,25.0,Sinaloa,6.0,Culiacán,23.0047124707,1.6938280783,38.9203795057,17.261090491,13.1342659314,0.5574354407836153,16.38521777474987,Medio-Alto,
Active,juin-24,30/6/2024,2024,AP3609-001,Woman,No,0,1/1/2014,"11,00547945",Gynecology,Gynecology,GENERAL ELECTRIC,VOLUSON S8 BT6 + 3T,2024,0," $ 682 200,00 "," $ 31 236,26 ",13,260," $ 950,00 ",  780 ,780,16," $ 25 000,00 ",12.0,Micro,Micro,50%,0,1,3,4,Yes,Urban,76090,Center,Mexico,Querétaro,Querétaro,Querétaro,"Querétaro, Querétaro, Mexico",https://www.instagram.com/ginecologa.dibella/,https://www.facebook.com/dibellammfQro/?locale=es_LA,https://dibella.mx/,,"BLVD BERNANRDO QUINTANA ARIOJA 9670, Querétaro, Querétaro, Mexico",20.5922997,-100.3917424,"QUERÉTARO, QUERÉTARO, MEXICO","QUERÉTARO, MEXICO",POINT (-100.3917424 20.5922997),45429,22,014,0001,038A,220140001038A,Urbana,1493,636,892.0,1353.0,932.0,480.0,0.57,466.0,383.0,339.0,253.0,363.0,406.0,304.0,223.0,98.0,22.0,Querétaro,14.0,Querétaro,24.6573942123,2.2342107941,40.4827420694,13.7330702133,9.6025470777,0.6592756836659276,17.194011897584613,Medio-Alto,
Active,juin-24,30/6/2024,2024,AP3617-001,Man,No,0,1/8/2005,"19,43013699",Gynecology,Gynecology,GENERAL ELECTRIC,LOGIQ E,2021,1332921WX4 ," $ 475 600,00 "," $ 21 776,56 ",65,1300," $ 950,00 ",  3 900 ,3900,80," $ 25 000,00 ",60.0,Small,Small,20%,0,5,8,13,Yes,Urban,36526,West-Bajio,Mexico,Guanajuato,Irapuato,Irapuato,"Irapuato, Guanajuato, Mexico",https://hospitalesmac.com/directorio.php?buscar=VILLAFA%C3%91A,,https://drjavierdelgado.wixsite.com/reumatologia,,"DR JAVIER CASTELLANOS COUTIÑO 564, Irapuato, Guanajuato, Mexico",20.6771246,-101.371313,"IRAPUATO, GUANAJUATO, MEXICO","GUANAJUATO, MEXICO",POINT (-101.371313 20.6771246),16553,11,017,0001,0788,1101700010788,Urbana,11258,2720,5692.0,8721.0,8772.0,2373.0,1.25,2263.0,1904.0,1095.0,915.0,709.0,1035.0,938.0,232.0,206.0,11.0,Guanajuato,17.0,Irapuato,35.5083892839,4.154026179,44.3187654211,20.5104610466,12.9902817532,0.6526774452471047,8.843364898819152,Medio,
Paid Off,sept.-24,30/9/2024,2024,AP3641-001,Enterprise,Yes - Include,-,7/6/2019,"5,57",Physiotherapy,Cardiology & Related,BTL ,4625 SMART CON CARRO,2023,058S0B030278," $ 54 271,79 "," $ 2 484,97 ",14,280," $ 700,00 ",  840 ,840,-, - ,,Micro,Micro,80%,0,1,3,4,No,Urban,28010,West-Bajio,Mexico,Colima,Colima,Colima,"Colima, Colima, Mexico",,https://www.facebook.com/julioperaltaelcubano/?locale=es_LA,,,"Manuel Acuña 251, Colima, Colima, Mexico",19.2461521,-103.7118189,"COLIMA, COLIMA, MEXICO","COLIMA, MEXICO",POINT (-103.7118189 19.2461521),5819,06,002,0001,0341,0600200010341,Urbana,2333,1102,1211.0,2031.0,1828.0,778.0,0.79,727.0,585.0,394.0,395.0,367.0,525.0,384.0,182.0,97.0,6.0,Colima,2.0,Colima,24.9614263359,2.2264932963,44.1106257615,17.1684029121,12.6127452766,0.5962580009847366,9.445238208193626,Medio,
